"","PC1","PC2","PC3"
"point2.3.jaw.closing.inlever.resids_point8.9.dentigerous.arm.depth.resids",0.00259680218839981,-0.0240700136751835,-0.00013996862955332
"point2.3.jaw.closing.inlever.resids_point2.11.palatine.height.resids",0.00283759460194789,-0.0460124208566662,0.00160376443559947
"point2.3.jaw.closing.inlever.resids_point2.3.jaw.closing.inlever.resids",-0.0491224372699087,0.219350324462582,-0.0882709503425541
"point2.3.jaw.closing.inlever.resids_point15.16.cranial.height.resids",-0.00998362617028496,0.0323781223575771,-0.00342911740900324
"point2.3.jaw.closing.inlever.resids_point14.15.orbit.diameter.resids",0.00156081779720655,-0.0257999540475056,0.00559046780511286
"point2.3.jaw.closing.inlever.resids_point2.18.suspensorium.length.resids",0.00293789796707988,-0.0231963525071665,-0.00051800410783096
"point2.3.jaw.closing.inlever.resids_point9.10.ascending.proess.length.resids",0.00815868232999229,-0.0515547269574104,-0.00258491551141051
"point2.3.jaw.closing.inlever.resids_point2.4.opening.inlever.resids",0.00700858535891223,-0.000431279293615342,0.00203377065701164
"point2.3.jaw.closing.inlever.resids_point12.19.nasal.tissue.protrusion.resids",-0.0242584549015387,0.0570901821542592,-0.0117278066936281
"point2.3.jaw.closing.inlever.resids_point11.14.ectopterygoid.resids",0.00684992868134922,-0.0199945960152551,-0.00424601277500221
"point2.3.jaw.closing.inlever.resids_point16.18.head.depth.resids",-0.00357556889985872,-0.00839520719538479,0.00389478725323777
"point2.3.jaw.closing.inlever.resids_point12.13.maxillary.head.protrusion.resids",0.019804762452646,-0.118558017287258,-0.0255202167710546
"point2.3.jaw.closing.inlever.resids_point6.11.maxilla.length.resids",0.00269981484189144,-0.0328484135453399,0.000551760357426451
"point2.3.jaw.closing.inlever.resids_point11.13.maxillary.head.height.resids",-0.0155977739925632,0.0405059057028414,0.000787027422843764
"point2.3.jaw.closing.inlever.resids_point17.18.pelvic.girdle.length.resids",-0.00712108065687159,0.0175858256767775,3.47430900134448e-05
"point15.16.cranial.height.resids_point5.8.dentigerous.arm.width.resids",-0.00608688583417009,-0.0173472382551426,-9.42138434952781e-05
"point15.16.cranial.height.resids_point7.5.dentigerous.arm.base.resids",-0.0211846987329471,0.0424069793554823,0.01486331850131
"point15.16.cranial.height.resids_point1.2.lower.jaw.length.resids",-0.00567254148272113,-0.00351943008712494,-0.00154548989061906
"point15.16.cranial.height.resids_point8.9.dentigerous.arm.depth.resids",-0.000741185224974256,-0.00826997194690558,0.000223179761119142
"point15.16.cranial.height.resids_point2.11.palatine.height.resids",-0.00959418051481437,-0.0182037313381015,-0.00159597410615396
"point15.16.cranial.height.resids_point2.3.jaw.closing.inlever.resids",-0.00998362617028496,0.0323781223575771,-0.00342911740900324
"point15.16.cranial.height.resids_point15.16.cranial.height.resids",-0.000544412707976334,-0.0273735976369323,0.00758335654588593
"point15.16.cranial.height.resids_point14.15.orbit.diameter.resids",-0.00071816429381543,-0.0192066273596104,0.00234380178696411
"point15.16.cranial.height.resids_point2.18.suspensorium.length.resids",-0.00350749414406191,-0.00166936068621637,0.00090087076089295
"point15.16.cranial.height.resids_point9.10.ascending.proess.length.resids",-0.0257632838525811,-0.000892839722264856,0.00176110609357587
"point15.16.cranial.height.resids_point2.4.opening.inlever.resids",0.000989967162380642,-0.0219711555198582,0.00108700951970947
"point15.16.cranial.height.resids_point12.19.nasal.tissue.protrusion.resids",0.0237778853806621,0.00408212514694692,0.00903097137043291
"point15.16.cranial.height.resids_point11.14.ectopterygoid.resids",-0.00793398218281599,0.00595590504720947,-0.000545650422944959
"point15.16.cranial.height.resids_point16.18.head.depth.resids",-0.00189833857094369,-0.00931491504263592,-0.000997661063611218
"point15.16.cranial.height.resids_point12.13.maxillary.head.protrusion.resids",-0.0190268464944215,-0.017381027179115,0.00663159869862035
"point15.16.cranial.height.resids_point6.11.maxilla.length.resids",-0.0089566759314627,-0.0164583616208847,0.00468431117666657
"point15.16.cranial.height.resids_point11.13.maxillary.head.height.resids",-0.0130144204827521,0.00490865610554203,0.00168626778354018
"point15.16.cranial.height.resids_point17.18.pelvic.girdle.length.resids",-0.00815282877363701,-0.00247400638408507,0.0071035817946513
"point14.15.orbit.diameter.resids_point5.8.dentigerous.arm.width.resids",0.00103390685390345,-0.0356248919486488,-0.00239932945493366
"point14.15.orbit.diameter.resids_point7.5.dentigerous.arm.base.resids",-0.00179177302675034,-0.00297359398702364,-0.000490472830945546
"point14.15.orbit.diameter.resids_point1.2.lower.jaw.length.resids",-0.00205372522584124,-0.0149348489071566,-0.00152618013677182
