"","point5.8.dentigerous.arm.width.resids","point7.5.dentigerous.arm.base.resids","point1.2.lower.jaw.length.resids","point8.9.dentigerous.arm.depth.resids","point2.11.palatine.height.resids","point2.3.jaw.closing.inlever.resids","point15.16.cranial.height.resids","point14.15.orbit.diameter.resids","point2.18.suspensorium.length.resids","point9.10.ascending.proess.length.resids","point2.4.opening.inlever.resids","point12.19.nasal.tissue.protrusion.resids","point11.14.ectopterygoid.resids","point16.18.head.depth.resids","point12.13.maxillary.head.protrusion.resids","point6.11.maxilla.length.resids","point11.13.maxillary.head.height.resids","point17.18.pelvic.girdle.length.resids"
"point5.8.dentigerous.arm.width.resids",0.00234106828218713,0.000618707158935866,-0.00228618738235574,-0.00601981147335683,0.00235654999430097,-0.0019787602265067,0.00644586466872892,-0.00104708704361092,-0.00107346430129594,0.00357745667231406,-0.00444170666680618,-0.00373750922273669,0.00264711434974971,-0.000249009328827391,0.011219099745878,0.0025751027425441,0.0015082914106128,-0.002518252212889
"point7.5.dentigerous.arm.base.resids",0.000618707158935866,0.00276471481229235,0.00133173771077682,0.00119370333310599,0.00473163248549704,0.00471983386329126,0.000397011743698547,-9.21380122246833e-05,-0.00140967679206447,0.00266628476795605,-0.00697548750913711,-0.0168562233592314,0.0051500625716982,-0.000524834917836778,-0.00239625522829607,0.00361481390387925,0.00315554482703491,-0.000618480562788342
"point1.2.lower.jaw.length.resids",-0.00228618738235574,0.00133173771077682,0.00367341495917419,0.00795115938744581,0.000756689203378875,0.00583431302441945,-0.00726713843054953,0.00115992178704297,0.000210292014444216,-0.0022128731298196,1.97350982367191e-05,-0.00816019257118407,0.000727200592993805,-9.84575341229018e-05,-0.0149462250432657,-0.00033091901951815,0.000578907375543699,0.00249423716361862
"point8.9.dentigerous.arm.depth.resids",-0.00601981147335683,0.00119370333310599,0.00795115938744581,0.0184603379794493,-0.00166102146948243,0.0107006984367743,-0.0179735324298206,0.0028900827458507,0.0015549167000282,-0.00735687793175556,0.00521062243029477,-0.00737693198722027,-0.00204244542663616,0.000148903946897523,-0.0345881150470215,-0.00348041992928286,-0.00092705992803532,0.00652579319340969
"point2.11.palatine.height.resids",0.00235654999430097,0.00473163248549704,0.000756689203378875,-0.00166102146948243,0.00886241266682289,0.00628961821921419,0.00442471153518662,-0.000762434023236306,-0.00285914720412159,0.00631930694180502,-0.0136352614153731,-0.0288279076068009,0.00969454786597089,-0.000975729124745194,0.00282465279788645,0.00722705643606519,0.00587308472299236,-0.00246058036308526
"point2.3.jaw.closing.inlever.resids",-0.0019787602265067,0.00471983386329126,0.00583431302441945,0.0107006984367743,0.00628961821921419,0.0122395044094123,-0.00808163260431989,0.00125708491993096,-0.00136210419842631,0.000444555400646189,-0.00793901004673573,-0.0288242176506486,0.00673260374837023,-0.000714706389554676,-0.0202886243914203,0.00373749455531328,0.0042817952997069,0.00222336041933925
"point15.16.cranial.height.resids",0.00644586466872892,0.000397011743698547,-0.00726713843054953,-0.0179735324298206,0.00442471153518662,-0.00808163260431989,0.0184041949535034,-0.00297575070530977,-0.00239010705550813,0.00898578779523578,-0.00931570455580752,-0.00232041438469911,0.00505314955619277,-0.000455059902447373,0.0335833724050569,0.00561643759609216,0.00276816219013412,-0.00695735440036713
"point14.15.orbit.diameter.resids",-0.00104708704361092,-9.21380122246833e-05,0.00115992178704297,0.0028900827458507,-0.000762434023236306,0.00125708491993096,-0.00297575070530977,0.000481428671788622,0.000400223837911394,-0.00147796960829801,0.0015749339631854,0.000545589159777612,-0.000868150533513731,7.88000268680477e-05,-0.00539841036636138,-0.000943538161210311,-0.000478970439304898,0.00112967498992712
"point2.18.suspensorium.length.resids",-0.00107346430129594,-0.00140967679206447,0.000210292014444216,0.0015549167000282,-0.00285914720412159,-0.00136210419842631,-0.00239010705550813,0.000400223837911394,0.000979622001077018,-0.00238528138260389,0.00454801817236027,0.00858273613340836,-0.00314026595133528,0.000312877453032913,-0.00282363167199705,-0.0024509236573857,-0.00188499257593922,0.00113434156119774
"point9.10.ascending.proess.length.resids",0.00357745667231406,0.00266628476795605,-0.0022128731298196,-0.00735687793175556,0.00631930694180502,0.000444555400646189,0.00898578779523578,-0.00147796960829801,-0.00238528138260389,0.00660522436357068,-0.0106255540448355,-0.0162091528972791,0.00698933746505005,-0.000684186326065666,0.0135974935792916,0.00587624341461637,0.0041287061086669,-0.0038170885904851
"point2.4.opening.inlever.resids",-0.00444170666680618,-0.00697548750913711,1.97350982367191e-05,0.00521062243029477,-0.0136352614153731,-0.00793901004673573,-0.00931570455580752,0.0015749339631854,0.00454801817236027,-0.0106255540448355,0.0213669399619651,0.0424835600942279,-0.0149485260732097,0.00149623806364664,-0.00932838797232778,-0.0114301873954991,-0.00901062232223744,0.00467293130857936
"point12.19.nasal.tissue.protrusion.resids",-0.00373750922273669,-0.0168562233592314,-0.00816019257118407,-0.00737693198722027,-0.0288279076068009,-0.0288242176506486,-0.00232041438469911,0.000545589159777612,0.00858273613340836,-0.0162091528972791,0.0424835600942279,0.102771459653556,-0.0313759372593779,0.00319780018076241,0.014794919759094,-0.0220113836092231,-0.0192264451665035,0.00373333600894037
"point11.14.ectopterygoid.resids",0.00264711434974971,0.0051500625716982,0.000727200592993805,-0.00204244542663616,0.00969454786597089,0.00673260374837023,0.00505314955619277,-0.000868150533513731,-0.00314026595133528,0.00698933746505005,-0.0149485260732097,-0.0313759372593779,0.0106076171887062,-0.00106692308881042,0.00351297936493933,0.00793204980913964,0.0064223795731985,-0.00276695615413103
"point16.18.head.depth.resids",-0.000249009328827391,-0.000524834917836778,-9.84575341229018e-05,0.000148903946897523,-0.000975729124745194,-0.000714706389554676,-0.000455059902447373,7.88000268680477e-05,0.000312877453032913,-0.000684186326065666,0.00149623806364664,0.00319780018076241,-0.00106692308881042,0.000107488882002135,-0.000247237967386803,-0.000791701416292391,-0.000646936817903098,0.000259552235432544
