"ID","point5.8.dentigerous.arm.width.resids","point7.5.dentigerous.arm.base.resids","point1.2.lower.jaw.length.resids","point8.9.dentigerous.arm.depth.resids","point2.11.palatine.height.resids","point2.3.jaw.closing.inlever.resids","point15.16.cranial.height.resids","point14.15.orbit.diameter.resids","point2.18.suspensorium.length.resids","point9.10.ascending.proess.length.resids","point2.4.opening.inlever.resids","point12.19.nasal.tissue.protrusion.resids","point11.14.ectopterygoid.resids","point16.18.head.depth.resids","point12.13.maxillary.head.protrusion.resids","point6.11.maxilla.length.resids","point11.13.maxillary.head.height.resids","point17.18.pelvic.girdle.length.resids","population","species.x"
"M_47",-0.0340377481680808,0.0776207937579852,0.0669453736309385,0.101492495905148,0.122234217808793,0.0116678165886361,0.0536651513089441,0.0287561197583845,-0.0031579544351443,0.046472739173271,-0.0748967620171739,-0.206731532357589,-0.158213990032128,-0.014762706821733,0.189245949149993,0.10418463684825,0.0837144256915482,-0.15665359006443,"CUN","variegatus"
"M_45",-0.0405734077895086,-0.0768079781804105,-0.0941289488221557,-0.0571198980546409,-0.0316212712462339,-0.165213329547866,0.0446123184490423,-0.159962768051352,-0.005130906017902,-0.0454820455550775,-0.0363899478004091,-0.17482818152709,-0.0157579535063825,-0.0404636353100912,-0.100117549350671,-0.0178976420219066,0.474574288357056,-0.0841175699743123,"CUN","variegatus"
"M_38",-0.0532450766606535,-0.0466992726002822,-0.0909883215431758,-0.0760089297507725,-0.017677264550792,0.0226057694653731,-0.0026784046216255,-0.101578552277904,0.0111583962822678,-0.144308292014481,-0.0596839243563783,-0.227582803524498,-0.465422633474372,-0.062665206503941,0.0375298489241709,-0.00640853033159406,-0.0313031928704514,-0.0761891194861894,"CUN","variegatus"
"M_27",0.0015702216667848,0.0125807112371028,-0.0585976187777224,0.108479723262506,0.0277643485127983,0.0578079857393122,0.0859520409882197,-0.0386487157739232,0.11499564487589,-0.0131569515015885,-0.00639402040569715,-0.248237418675358,0.553973122410473,0.0134784119017092,0.0357656666720991,0.0594698250522354,-0.034861616740816,0.0140016412384414,"CUN","variegatus"
"M_23",0.00924903511191327,-0.00497660718618514,-0.076658757935639,0.0699628776619677,-0.0301208144282944,0.0119690768769346,0.0156797956238033,-0.0460897285741404,0.0293247318037692,-0.0592000306342924,0.00516694346535139,-0.306269049160722,-0.0249824657535574,-0.0218111810510597,0.0632430952444428,0.00304235323113428,0.0924751756764927,-0.0726515337636517,"CUN","variegatus"
"M_22",0.0580292097666474,0.0165456644598161,-0.0255155748323143,0.0565372926251072,-0.0133763509095404,-0.0624822419740183,0.0511897140045408,-0.0779762726345122,0.0133766783501439,-0.135658316697772,0.0746360174356269,0.000379353870187282,-0.030744358370526,-0.0174435386499843,0.0549018758960119,0.0541489565606076,0.279056653607157,-0.00591165888262801,"CUN","variegatus"
"M_06",0.000408422875300205,-0.060688159982768,-0.0829067943900283,-0.0280964934444332,-0.0445634575768434,0.0529603399944626,0.0233678900572938,-0.0581385126671526,-0.0850600814726307,-0.00316606532685735,-0.127952914310266,0.025898628897143,0.0047365899119407,-0.0490791760851537,0.00891465885248727,0.00156208665003726,-0.168153184368067,-0.131773914018691,"CUN","variegatus"
"V_48",0.104982174969501,-0.0249082563885056,-0.0859018304147492,-0.065508893240135,0.00044784783764211,-0.00479213629442105,0.0376917499663301,0.0210063921146069,0.0207085236620723,0.243987122520032,-0.22636976032739,0.217409925665592,-0.0285274699816737,0.0700789558384671,-0.0519386838042448,0.0473186556505293,0.0506217622490217,0.0769922693178744,"FLM","variegatus"
"V_45",0.0608049669483444,-0.0090016624224819,-0.0827170457976178,-0.0386248841837936,-0.0722840547609254,-0.0314519886910718,-0.0155416329541727,-0.0477939358356708,0.0304696355106188,-0.0556498430919142,-0.0584270184794123,0.422500583367137,0.0240551348047583,0.0552734104582733,0.00986132816071995,-0.0232957117213736,-0.0669184418363411,0.0144369074958015,"FLM","variegatus"
"V_44",0.122129955217173,0.00815868291897593,-0.0594815782300104,0.0194041946416285,-0.00381671080966906,0.135576512738207,-0.0118536885759761,0.0465239030302007,0.0953425108037456,0.0238693193213903,-0.183041094842572,-0.00107815794880284,0.057570346488296,0.133639950108895,0.113389428383692,0.0475323185987039,0.166945626369628,0.0655551523203053,"FLM","variegatus"
"V_28",0.0456321710882136,0.0013331020638992,-0.0335285048601566,-0.117440876902358,0.0327283545601462,0.0409813700786395,0.0682551567674723,0.0672692209286717,0.0725418924000546,0.341884792841472,-0.167996576692356,0.352229913782588,0.137867913037669,0.116822358364546,0.0831672307444841,0.0475636151457793,0.299723208707192,0.0605406580951384,"FLM","variegatus"
"V_24",0.068625872247974,-0.00268231091419396,-0.0578099875056421,-0.117440091407342,-0.0265011200600673,-0.130439318061097,0.0800095998923613,0.00455436313883334,-0.0672811186582433,-0.0885079310955489,-0.227210653577372,0.0589513863036479,0.12308028733404,0.0553698807313742,0.00788354112129692,0.0230708922918213,-0.0842009887919266,0.0426802675870233,"FLM","variegatus"
"V_14",0.12640336584999,-0.0016883956821837,-0.124091191176109,-0.0646244839973618,0.00460962540417847,0.112091200720189,0.109659089662233,-0.0255610407142166,-0.0323675551977926,0.092941049631233,-0.149572744997578,-0.0227293210658734,-0.0792800865574935,0.03510464366661,-0.05539680339142,0.0146576177729638,0.0145226489586365,0.0352821955001081,"FLM","variegatus"
"V_10",-0.163756608854307,-0.0865995215015312,-0.0967308510369877,-0.11732326237894,-0.0467583548054532,0.0750702995549667,-0.0163367152114887,0.0732751432202937,-9.59546465999495e-05,0.198813934007103,-0.166975947455515,0.324862072543164,0.0224025620084497,0.0530233530480275,0.091622992424829,-0.0515710805534573,0.27345685624302,0.0375138895570781,"FLM","variegatus"
"B_47",0.0581035995800579,-0.0403376141000455,-0.00199261533574045,-0.0596487773853306,-0.00248673662166932,-0.00850101899830485,0.00744147910599713,0.0719495463095075,-0.0609575311775325,0.00709330832665045,-0.0546805508961709,-0.126695781641012,0.0250463508636717,0.0167187370353062,-0.0400091404552368,0.0132391567966414,0.123526367978782,0.110091007906476,"ETA","variegatus"
"B_46",0.011737398745141,-0.0632154019153987,-0.0640386948037216,-0.200029796878615,0.00293325351338158,-0.0808565306244912,0.00650276251149462,0.00885070788907015,-0.0270879873169447,0.354015000653733,-0.378806163176464,-0.577703518245203,-0.14133993038078,-0.0407995595791235,0.250809208377847,0.00490360350623498,0.600688621417747,-0.0843538081285438,"ETA","variegatus"
"B_26",0.0462627233792072,-0.027994789911405,-0.0205465034709168,-0.137840047075749,0.0622254756245992,0.0856741083742802,-0.0082743275016528,0.0802530219714698,0.0543211941233225,0.143735022833051,-0.123903941105242,-0.416571265081466,0.221135906508148,-0.0221719914479219,0.018001191961611,0.0427023592097644,-0.286964613761411,-0.00522028671698829,"ETA","variegatus"
"B_25",0.0506872282715197,-0.0810645026289185,-0.0510486474931199,-0.101515991502052,-0.0350393587951673,-0.0044693547216012,0.0334073686631773,0.0435986553917137,-0.00176702899244452,-0.0248434242869951,0.0412425574176263,-0.272586594672834,-0.0263556027155016,-0.0682509075241187,-0.00462795267430835,-0.0313863730107319,0.175731207246216,0.0443673344342079,"ETA","variegatus"
"B_22",0.178651242790732,-0.0355709981787611,0.0262211872999428,-0.0281815921785364,0.00275907254381569,0.0611504037857494,0.0392633355112508,0.0381795467453674,-0.0164130964804262,0.260856257041599,-0.182480583936385,-0.243346903814173,0.0834702797291234,-0.0267455312146978,0.148426259221831,-0.00183010388593696,-0.017059760025984,0.0299342791117971,"ETA","variegatus"
"B_15",0.122747814155443,0.00477858796539343,-0.0383773755930393,0.0031371711397179,-0.0696846667893047,-0.0580209228617492,-0.0417180315049859,0.0615274093145948,-0.0102815466252796,0.149009727492048,-0.0549997135699464,-0.486955113430422,0.0251204939620079,-0.0146753827694011,0.0610241845736988,-0.00489176652367951,-0.00748097864417974,0.0725609122734703,"ETA","variegatus"
