"ID","point5.8.dentigerous.arm.width.resids","point7.5.dentigerous.arm.base.resids","point1.2.lower.jaw.length.resids","point8.9.dentigerous.arm.depth.resids","point2.11.palatine.height.resids","point2.3.jaw.closing.inlever.resids","point15.16.cranial.height.resids","point14.15.orbit.diameter.resids","point2.18.suspensorium.length.resids","point9.10.ascending.proess.length.resids","point2.4.opening.inlever.resids","point12.19.nasal.tissue.protrusion.resids","point11.14.ectopterygoid.resids","point16.18.head.depth.resids","point12.13.maxillary.head.protrusion.resids","point6.11.maxilla.length.resids","point11.13.maxillary.head.height.resids","point17.18.pelvic.girdle.length.resids","population","species.x"
"O_57",-0.153929589531261,-0.0311156655475624,-0.0362118145850447,-0.0273282073684449,-0.0755017384478648,-0.198863984996691,-0.128895848017467,-0.0216163726188615,0.165916907611267,-0.0314669147977754,-0.00549941632549455,0.391519162355312,-0.169180264793006,0.0371525846970868,-0.186694800510775,-0.018089476324881,-0.120792032666145,-0.0349600548842017,"PAI","variegatus"
"O_56",-0.108247710092159,-0.0360426637111469,0.0109802663086496,0.171817468779284,-0.0561748151184012,-0.0119820849258832,-0.060539393657228,0.0181765195158145,-0.0724983298664499,-0.170361269620755,-0.0104251730608307,-0.0186319567262143,-0.0952023658898898,0.0179532944297156,-0.0482387584132861,-0.0278612107003526,0.148006668674268,-0.00174862818121945,"PAI","variegatus"
"P_14",0.0189196211923296,-0.0278339249848353,0.0423574024996757,0.024003004901433,-0.0258699028149445,-0.0543792385571439,-0.0707826811552992,-0.0616727210220667,0.0494961288493125,0.0198931005616064,0.144384796942481,0.152975048482457,0.0929286687575215,-0.0479525430695696,0.0157602872547895,-0.0750721010365267,0.0449346171433,-0.146835894701993,"SPP","variegatus"
"C_31",-0.0728947235543441,-0.00499926413447045,0.0355384464856469,-0.00363820822206043,-0.036233164374343,-4.74857612403099e-05,-0.116378722821214,-0.053158115277925,-0.118242624168668,-0.32123673818593,-0.0642782786287377,0.481208639807141,0.215840028495649,-0.00451631016803911,0.013066079995842,-0.05726934909959,0.117210392078677,-0.0167916447987294,"WDP","variegatus"
"C_16",-0.0864075825822009,-0.0237635606213416,-0.0534964299981898,0.00046927886988117,-0.0798324383752902,-0.0543184239136191,-0.127664179936285,0.0124747950779158,-0.21546674589007,-0.15511377902151,-0.119485319485893,-0.00544993174414943,0.0577414407524108,-0.00752659822860633,0.0825554111797893,-0.0624164065472436,-0.0410649600539184,0.0549530314542599,"WDP","variegatus"
"E_42",0.00307485727931484,-0.051859279404669,-0.00518209105261114,0.0204073116317486,-0.0186566658697115,-0.0628953237880346,0.0284698982301852,0.0543818055210021,-0.142794906677884,0.0923733340707548,0.0308245907205126,0.087629181356855,0.105368012022119,-0.0606852012885461,0.0770437573112356,-0.000330906050304501,-0.164265868044652,0.103622496817479,"MER","variegatus"
"E_24",-0.0035254509781502,-0.0187662578814692,-0.00730378816986271,0.00718167118300706,-0.0765008439181478,-0.023083692687788,-0.0905496280365009,-0.0153317124379196,0.0359083096370402,-0.0350029855791981,-0.0471593275677805,0.172010159241915,-0.299782165520053,-0.0124380995714627,0.182611525889365,-0.0368452555595144,0.449565619782248,0.0250845678516613,"MER","variegatus"
"R_22",-0.348054794782519,-0.307658975677888,-0.254039611350322,-0.382122865333075,-0.19913970682059,-0.27386860276892,-0.0817204314452641,-0.200909251685223,0.0546963033138628,-0.151314387651373,-0.506386287212196,-0.141101699120544,-0.48499270023938,-0.169471742066667,0.00471564252759188,-0.233728087586939,0.232963765295367,-0.292629375956582,"MRK","variegatus"
"R_34",-0.272641442328463,-0.215002643283777,-0.340388883068094,-0.283031423540386,-0.215041328423085,-0.372804118898908,0.0657121872426014,-0.198155543832149,-0.0772749949018704,-0.145416160731422,-0.537078438288936,-0.560553617445289,-0.257613569928716,-0.22595535594969,0.0474072083260457,-0.154936911712601,0.341039135443095,-0.130326039332302,"MRK","variegatus"
"B_44",0.0391337934507877,-0.0088571883046248,-0.0160661763891788,-0.0101167868855307,0.0272604962482421,0.0339790901164322,0.107559334280992,-0.00862774353138705,-0.0377219800592054,-0.0293386599574374,-0.0371404546658505,0.119673069668238,0.0143004471656814,0.0628121310985698,-0.134280409455282,0.0440382983371958,-0.322490619655067,0.0248078163152499,"RFP","variegatus"
"B_43",-0.143285145037448,-0.0240187284761554,-0.172489883480931,-0.156596619567969,0.00360569461934179,-0.15780012347076,-0.0300293960385942,0.0450007743482395,-0.223168439431417,0.139671431891835,-0.299151282513456,-0.207691840455225,-0.0245274956752268,-0.06443644662524,-0.235649622142847,-0.0913113950909819,-0.656142040286371,-0.0601379096345893,"RFP","variegatus"
"B_39",-0.191231032272572,-0.121319397758428,-0.0797941990654876,-0.119310190926956,-0.0526546559536211,-0.074274526659806,0.0236958372830161,-0.0524137427099115,-0.0116584792135655,0.0970423190431307,-0.0616827975331287,0.0567113717031231,-0.00989204915616293,-0.0230549555397181,-0.126030857325877,-0.0374584928514599,-0.649747757268462,-0.144589965765299,"RFP","variegatus"
"B_35",-0.179356554535756,-0.0910518812615553,-0.0391744730718517,-0.055334874079675,-0.0484038029982666,-0.0229339598240286,0.0737391256486417,-0.0177776536388442,-0.0001576243556487,0.226970383395601,-0.105026801908627,0.0080666592882197,-0.210014567937463,0.0493700955361637,-0.0372739086858722,-0.0797805010589512,-0.35275577961255,0.0295848660114054,"RFP","variegatus"
"B_33",-0.0978471567792699,-0.0922637010439375,-0.103917126749174,-0.0552819237919388,0.0116757787722993,0.0173171146800237,0.0388856320647213,-0.0366161702974244,0.0488195395426584,-0.142896102355874,-0.0166528833955603,-0.528668681360915,0.175819323636322,0.0502154492869284,-0.162618386110023,-0.0271981305684659,-2.63868687506712,-0.101668097242043,"RFP","variegatus"
"B_19",-0.259001330584994,-0.0795059845584452,-0.0219237933575414,-0.0507321563601515,-0.057365454769888,-0.139652450721808,-0.0578997937035539,-0.0230532358983715,0.00121333559991766,-0.174184626972214,0.0185255426494089,0.181170438953273,-0.11938006203476,-0.0403133997784349,-0.259966267674997,-0.108659918263389,-0.246173687229239,-0.0831443492515693,"RFP","variegatus"
